rosetta_device_id	name	category	discontinued	device_id	product_name	product_code	architecture	cpu	source_hardware_slug	source_www_code	specs_json	alias_count
ccr2004-16g-2s-plus-pc	CCR2004-16G-2S+PC	Ethernet routers	0	13	CCR2004-16G-2S+PC	CCR2004-16G-2S+PC	ARM 64bit	AL32400	ccr2004-16g-2s-plus-pc	ccr2004_16g_2s_pc	{"Product code":"CCR2004-16G-2S+PC","Suggested price":"$465.00","Architecture":"ARM 64bit","CPU":"AL32400","CPU core count":"4","CPU nominal frequency":"1200 MHz","CPU Threads count":"4","Switch chip model":"88E6191","Dimensions":"272 x 195 x 44 mm","RouterOS license":"6","Operating System":"RouterOS v7","Size of RAM":"4 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-20°C to 60°C","Number of DC inputs":"2 (DC jack, 2-pin terminal)","DC jack input Voltage":"36-57 V","2-pin terminal input Voltage":"36-57 V","Max power consumption":"36 W","Max power consumption without attachments":"30 W","Cooling type":"Passive","10/100/1000 Ethernet ports":"16","SFP+ ports":"2","Serial console port":"RJ45","Number of USB ports":"1","CPU temperature monitor":"Yes","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Certification":"CE, EAC, ROHS","IP":"IP 20","_www_title":"CCR2004-16G-2S+PC","_www_tagline":"Up to 300% faster than the previous CCR1009 routers - in a blissful silence!\r\nLuxury you deserve for the price you can afford. 16x Gigabit Ethernet ports, 2x10G SFP+ cages.","_hardware_title":"CCR2004-16G-2S+PC"}	5
ccr2004-1g-12s-plus-2xs	CCR2004-1G-12S+2XS	Ethernet routers	0	11	CCR2004-1G-12S+2XS	CCR2004-1G-12S+2XS	ARM 64bit	AL32400	ccr2004-1g-12s-plus-2xs	ccr2004_1g_12s_2xs	{"Product code":"CCR2004-1G-12S+2XS","Suggested price":"$595.00","Architecture":"ARM 64bit","CPU":"AL32400","CPU core count":"4","CPU nominal frequency":"1700 MHz","CPU Threads count":"4","Dimensions":"443 x 224 x 44 mm","RouterOS license":"6","Operating System":"RouterOS v7","Size of RAM":"4 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-20°C to 60°C","Number of AC inputs":"2","AC input range":"100-240","Max power consumption":"60 W","Max power consumption without attachments":"31 W","Cooling type":"2 fans","10/100/1000 Ethernet ports":"1","SFP+ ports":"12","Number of 25G SFP28 ports":"2","Serial console port":"RJ45","CPU temperature monitor":"Yes","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Certification":"CE, EAC, ROHS","IP":"20","_www_title":"CCR2004-1G-12S+2XS","_www_tagline":"The Connectivity Router - your best companion when it comes to SFP, SFP+ and SFP28 management! 1, 10 and 25 Gbps ports in a single device to make your life easier.","_hardware_title":"CCR2004-1G-12S+2XS"}	5
ccr2004-1g-2xs-pcie	CCR2004-1G-2XS-PCIe	Ethernet routers	0	10	CCR2004-1G-2XS-PCIe	CCR2004-1G-2XS-PCIe	ARM 64bit	AL52400	ccr2004-1g-2xs-pcie	ccr2004_1g_2xs_pcie	{"Product code":"CCR2004-1G-2XS-PCIe","Suggested price":"$199.00","Architecture":"ARM 64bit","CPU":"AL52400","CPU core count":"4","CPU nominal frequency":"1500 MHz","CPU Threads count":"4","Dimensions":"170 x 69 x 18 mm","RouterOS license":"6","Operating System":"RouterOS v7","Size of RAM":"4 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-20°C to 60°C","Max power consumption":"29 W","Max power consumption without attachments":"22 W","Cooling type":"1 fan","10/100/1000 Ethernet ports":"1","Number of 25G SFP28 ports":"2","CPU temperature monitor":"Yes","Current Monitor":"Yes","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Certification":"CE, EAC, ROHS","IP":"20","_www_title":"CCR2004-1G-2XS-PCIe","_www_tagline":"A smart PCIe network interface card that adds full-fledged router\r\ncapabilities to your servers. The smart and easy way to create 25\r\nGigabit networks if you want to save space in your server room!","_hardware_title":"CCR2004-1G-2XS-PCIe"}	3
ccr2116-12g-4s-plus	CCR2116-12G-4S+	Ethernet routers	0	14	CCR2116-12G-4S+	CCR2116-12G-4S+	ARM 64bit	AL73400	ccr2116-12g-4s-plus	ccr2116_12g_4splus	{"Product code":"CCR2116-12G-4S+","Suggested price":"$995.00","Architecture":"ARM 64bit","CPU":"AL73400","CPU core count":"16","CPU nominal frequency":"2000 MHz","CPU Threads count":"16","Switch chip model":"98DX3255","Dimensions":"443 x 199 x 44 mm","RouterOS license":"6","Operating System":"RouterOS v7","Size of RAM":"16 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-20°C to 60°C","Number of AC inputs":"2","AC input range":"100-240","Number of PSU slots":"2","Frequency (Hz)":"47-63","Max power consumption":"83 W","Max power consumption without attachments":"60 W","Cooling type":"4 fans","10/100/1000 Ethernet ports":"13","SFP+ ports":"4","Serial console port":"RJ45","Number of M.2 slots":"1","CPU temperature monitor":"Yes","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Mode button":"Yes","Certification":"CE, EAC, ROHS","_www_title":"CCR2116-12G-4S+","_www_tagline":"Forget about CPU limitations in 10G setups with this powerful 16-core \r\nARM CPU based CCR. Double the performance of our previous 36-\r\ncore CCR, 6x faster BGP performance. Includes an M.2 PCIe slot.","_hardware_title":"CCR2116-12G-4S+"}	4
ccr2216-1g-12xs-2xq	CCR2216-1G-12XS-2XQ	Ethernet routers	0	15	CCR2216-1G-12XS-2XQ	CCR2216-1G-12XS-2XQ	ARM 64bit	AL73400	ccr2216-1g-12xs-2xq	ccr2216_1g_12xs_2xq	{"Product code":"CCR2216-1G-12XS-2XQ","Suggested price":"$2,795.00","Architecture":"ARM 64bit","CPU":"AL73400","CPU core count":"16","CPU nominal frequency":"2000 MHz","CPU Threads count":"16","Switch chip model":"98DX8525","Dimensions":"443 x 367 x 44 mm","RouterOS license":"6","Operating System":"RouterOS v7","Size of RAM":"16 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-20°C to 60°C","Number of AC inputs":"2","AC input range":"100-240","Number of PSU slots":"2","Frequency (Hz)":"50-60","Max power consumption":"128 W","Max power consumption without attachments":"80 W","Cooling type":"4 fans","10/100/1000 Ethernet ports":"1","Number of 25G SFP28 ports":"12","Number of 100G QSFP28 ports":"2","Serial console port":"RJ45","Number of M.2 slots":"2","CPU temperature monitor":"Yes","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Certification":"CE, EAC, ROHS","IP":"20","_www_title":"CCR2216-1G-12XS-2XQ","_www_tagline":"The new MikroTik flagship with the power of a whole fleet.\r\nUnleash the power of 100 Gigabit networking with L3 Hardware\r\nOffloading! This router can be a handy drop-in upgrade for existing\r\nCCR1072 setups.","_hardware_title":"CCR2216-1G-12XS-2XQ"}	3
chateau-5g-r17-ax	Chateau 5G R17 ax	LTE products	0	16	Chateau 5G R17 ax	S53UG+5HaxD2HaxD-TC&RG650E-EU	ARM 64bit	IPQ-6010	chateau-5g-r17-ax	chateau_5g_r17_ax	{"Product code":"S53UG+5HaxD2HaxD-TC&RG650E-EU","Suggested price":"$349.00","Architecture":"ARM 64bit","CPU":"IPQ-6010","CPU core count":"4","CPU nominal frequency":"864-1800 MHz","CPU Threads count":"4","Switch chip model":"IPQ-6010","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"1 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (DC jack)","DC jack input Voltage":"12-28 V","Max power consumption":"27 W","Max power consumption without attachments":"18 W","Cooling type":"Passive","3G Category":"R8 (42.2Mbps Downlink, 5.76Mbps Uplink)","3G bands":"1 (2100MHz) 5 (850MHz) 8 (900MHz)","LTE Category":"20 (2.0 Gbps Downlink, 211 Mbps Uplink)","MIMO DL":"4x4","MIMO UL":"1x1 (5G SA MIMO UL 2x2)","LTE FDD bands":"1 (2100MHz) 3 (1800MHz) 5 (850MHz) 7 (2600MHz) 8 (900 MHz) 20 (800MHz) 28 (700MHz) 32 (1500 MHz)","LTE TDD bands":"38 (2600MHz) 40 (2300MHz) 41 (2500MHz) 42 (3500MHz) 43 (3700MHz)","5G NSA FDD bands":"1 (2100 MHz) 3 (1800 MHz) 5 (850 MHz) 7 (2600 MHz) 8 (900 MHz) 20 (800 MHz) 26 (850 MHz) 28 (700 MHz) 67 (700 MHz) 75 (1500 MHz) 76 (1500 MHz)","5G NSA TDD bands":"38 (2600 MHz) 40 (2300 MHz) 41 (2500 MHz) 77 (3700 MHz) 78 (3500 MHz)","5G SA FDD bands":"1 (2100 MHz) 3 (1800 MHz) 5 (850 MHz) 7 (2600 MHz) 8 (900 MHz) 20 (800 MHz) 26 (850 MHz) 28 (700 MHz) 67 (700 MHz) 75 (1500 MHz) 76 (1500 MHz)","5G SA TDD bands":"38 (2600 MHz) 40 (2300 MHz) 41 (2500 MHz) 77 (3700 MHz) 78 (3500 MHz)","TAC":"86896506","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Antenna gain dBi for 2.4 GHz":"3","Wireless 2.4 GHz chip model":"QCN-5022","Wireless 2.4 GHz generation":"Wi-Fi 6","Wireless 5 GHz Max data rate":"1200 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Antenna gain dBi for 5 GHz":"6","Wireless 5 GHz chip model":"QCN-5052","Wireless 5 GHz generation":"Wi-Fi 6","10/100/1000 Ethernet ports":"4","Number of 2.5G Ethernet ports":"1","Number of SIM slots":"1 Modem (Micro SIM)","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1.5","CPU temperature monitor":"Yes","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Mode button":"Yes","eSIM":"Yes","Certification":"CE, EAC, ROHS","IP":"20","_www_title":"Chateau 5G R17 ax","_www_tagline":"Get online instantly – even without a SIM card. The iconic MikroTik 5G home router gets its smartest upgrade yet... full eSIM support!","_hardware_title":"Chateau 5G R17 ax"}	10
chateau-lte12-2025	Chateau LTE12 (2025)			20	Chateau LTE12 (2025)	D53G-5HacD2HnD-TC&EG120K-EA	ARM 32bit	IPQ-4019				6
chateau-lte18-ax	Chateau LTE18 ax	LTE products	0	21	Chateau LTE18 ax	S53UG+5HaxD2HaxD-TC&EG18-EA	ARM 64bit	IPQ-6010	chateau-lte18-ax	chateaulte18_ax	{"Product code":"S53UG+5HaxD2HaxD-TC&EG18-EA","Suggested price":"$299.00","Architecture":"ARM 64bit","CPU":"IPQ-6010","CPU core count":"4","CPU nominal frequency":"auto (864 -1800) MHz","CPU Threads count":"4","Switch chip model":"IPQ-6010","Dimensions":"240 x 156 x 44 mm","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"1 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 65°C","Number of DC inputs":"1 (DC jack)","DC jack input Voltage":"12-28 V","Max power consumption":"19 W","Max power consumption without attachments":"16 W","Cooling type":"Passive","3G Category":"R8 (42.2Mbps Downlink, 11.2Mbps Uplink)","3G bands":"1 (2100MHz) 3 (1800MHz) 5 (850MHz) 8 (900MHz)","LTE Category":"18 (1.2Gbps Downlink, 150Mbps Uplink)","MIMO DL":"4x4","MIMO UL":"1x1","LTE FDD bands":"1 (2100MHz) 3 (1800MHz) 5 (850MHz) 7 (2600MHz) 8 (900 MHz) 20 (800MHz) 28 (700MHz)","LTE TDD bands":"38 (2600MHz) 40 (2300MHz) 41 (2500MHz)","TAC":"86981604","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Antenna gain dBi for 2.4 GHz":"3","Wireless 2.4 GHz chip model":"QCN-5022","Wireless 2.4 GHz generation":"Wi-Fi 6","Wireless 5 GHz Max data rate":"1200 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Antenna gain dBi for 5 GHz":"6","Wireless 5 GHz chip model":"QCN-5052","Wireless 5 GHz generation":"Wi-Fi 6","10/100/1000 Ethernet ports":"4","Number of 2.5G Ethernet ports":"1","Number of SIM slots":"1 Modem (Micro SIM)","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Mode button":"Yes","Certification":"CE, EAC, ROHS","IP":"20","_www_title":"Chateau LTE18 ax","_www_tagline":"The best home AP just got even better. Generation 6 version of the Chateau LTE18. Much faster wireless, improved CPU, and now – with 2.5 Gigabit Ethernet!","_hardware_title":"Chateau LTE18 ax"}	6
chateau-lte6-us	Chateau LTE6-US	LTE products	0	17	Chateau LTE6-US	D53G-5HacD2HnD-TC&EG06-A	ARM 32bit	IPQ-4019	chateau-lte6-us	chateau_lte6_us	{"Product code":"D53G-5HacD2HnD-TC&EG06-A","Suggested price":"$189.00","Architecture":"ARM 32bit","CPU":"IPQ-4019","CPU core count":"4","CPU nominal frequency":"488-896 (auto) MHz","CPU Threads count":"4","Switch chip model":"IPQ-4019","Dimensions":"240 x 156 x 44 mm","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (DC jack)","DC jack input Voltage":"12-28 V","Max power consumption":"19 W","Max power consumption without attachments":"14.3 W","Cooling type":"Passive","3G Category":"R8 (42.2Mbps Downlink, 5.76Mbps Uplink)","3G bands":"2 (1900MHz) 4 (1700MHz) 5 (850MHz)","LTE Category":"6 (300Mbit/s Downlink, 50Mbit/s Uplink)","LTE FDD bands":"2 (1900MHz) 4 (1700MHz) 5 (850MHz) 7 (2600MHz) 12 (700MHz) 13 (700 MHz) 25 (1900MHz) 26 (850MHz) 29 (700 MHz) 30 (2300 MHz) 66 (1700MHz)","TAC":"01619900","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"3","Wireless 2.4 GHz chip model":"IPQ-4019","Wireless 2.4 GHz generation":"Wi-Fi 4","Wireless 5 GHz Max data rate":"867 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac","Antenna gain dBi for 5 GHz":"5.5","Wireless 5 GHz chip model":"IPQ-4019","Wireless 5 GHz generation":"Wi-Fi 5","10/100/1000 Ethernet ports":"5","Number of SIM slots":"1 Modem (Micro SIM)","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","Mode button":"Yes","Certification":"CE, FCC, EAC, ROHS","_www_title":"Chateau LTE6-US","_www_tagline":"US carrier-certified (AT&T, T-Mobile) home access point with LTE6 support for speeds up to 300 Mbps. With 5x Gigabit Ethernet ports, a powerful quad-core CPU, and a refreshingly tasteful design, this device is the right choice for most homes.","_hardware_title":"Chateau LTE6-US","_fcc_id":["TV7D53G-5ACD2ND"]}	7
chateau-lte7	Chateau LTE7	LTE products	0	18	Chateau LTE7	D53G-5HacD2HnD-TC&R11e-LTE7	ARM 32bit	IPQ-4019	chateau-lte7	chateau_lte7	{"Product code":"D53G-5HacD2HnD-TC&R11e-LTE7","Suggested price":"$119.00","Architecture":"ARM 32bit","CPU":"IPQ-4019","CPU core count":"4","CPU nominal frequency":"448-896 (auto) MHz","CPU Threads count":"4","Switch chip model":"IPQ-4019","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (DC jack)","DC jack input Voltage":"12-28 V","Max power consumption":"20 W","Max power consumption without attachments":"14.1 W","Cooling type":"Passive","3G Category":"R8 (DL: 42.2 Mbps; UL: 5.76 Mbps)","3G bands":"1 (2100 MHz) 3 (1800 MHz) 5 (850 MHz) 8 (900 MHz)","LTE Category":"7 (DL: 300 Mbps; UL: 100 Mbps)","MIMO DL":"2x2","MIMO UL":"1x1","LTE FDD bands":"1 (2100 MHz) 3 (1800 MHz) 5 (850 MHz) 7 (2600 MHz) 8 (900 MHz) 20 (800 MHz) 28 (700 MHz)","LTE TDD bands":"38 (2600 MHz) 40 (2300 MHz) 41 (2500 MHz)","TAC":"35312597","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"2","Wireless 2.4 GHz chip model":"IPQ-4019","Wireless 2.4 GHz generation":"Wi-Fi 4","Wireless 5 GHz Max data rate":"867 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac","Antenna gain dBi for 5 GHz":"4","Wireless 5 GHz chip model":"IPQ-4019","Wireless 5 GHz generation":"Wi-Fi 5","10/100/1000 Ethernet ports":"5","Number of SIM slots":"1 Modem (Micro SIM)","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","Mode button":"Yes","Certification":"CE, EAC, ROHS","IP":"20","_www_title":"Chateau LTE7","_www_tagline":"Our most versatile home router, featuring the new CAT7 modem and a speedy quad-core CPU for all your household network security and management tasks. Dual-band, dual-chain Wi-Fi, 5x Gigabit ports, and full RouterOS v7 features – all at a significantly lower price than the previous LTE6 version.Perfect for secure VPN work, home offices, or small business networks that care about both function and aesthetics.","_hardware_title":"Chateau LTE7"}	6
chateau-lte7-ax	Chateau LTE7 ax	LTE products	0	19	Chateau LTE7 ax	S53UG+5HaxD2HaxD-TC&R11e-LTE7	ARM 64bit	IPQ-6010	chateau-lte7-ax	chateau_lte7_ax	{"Product code":"S53UG+5HaxD2HaxD-TC&R11e-LTE7","Suggested price":"$169.00","Architecture":"ARM 64bit","CPU":"IPQ-6010","CPU core count":"4","CPU nominal frequency":"auto MHz","CPU Threads count":"4","Switch chip model":"IPQ-6010","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"1 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (DC jack)","DC jack input Voltage":"12-28 V","Max power consumption":"21.5 W","Max power consumption without attachments":"15.5 W","Cooling type":"Passive","3G Category":"R8 (DL: 42.2 Mbps; UL: 5.76 Mbps)","3G bands":"1 (2100 MHz) 3 (1800 MHz) 5 (850 MHz) 8 (900 MHz)","LTE Category":"7 (DL: 300 Mbps; UL: 100 Mbps)","MIMO DL":"2x2","MIMO UL":"1x1","LTE FDD bands":"1 (2100 MHz) 3 (1800 MHz) 5 (850 MHz) 7 (2600 MHz) 8 (900 MHz) 20 (800 MHz) 28 (700 MHz) 32 (1500 MHz)","LTE TDD bands":"38 (2600 MHz) 40 (2300 MHz) 41 (2500 MHz)","TAC":"35312597","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Antenna gain dBi for 2.4 GHz":"3","Wireless 2.4 GHz chip model":"QCN-5022","Wireless 2.4 GHz generation":"Wi-Fi 6","Wireless 5 GHz Max data rate":"1200 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Antenna gain dBi for 5 GHz":"6","Wireless 5 GHz chip model":"QCN-5052","Wireless 5 GHz generation":"Wi-Fi 6","10/100/1000 Ethernet ports":"4","Number of 2.5G Ethernet ports":"1","Number of SIM slots":"1 Modem (Micro SIM)","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","CPU temperature monitor":"Yes","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Mode button":"Yes","Certification":"CE, EAC, ROHS","IP":"20","_www_title":"Chateau LTE7 ax","_www_tagline":"Your favorite high-performance home and office LTE router just got a major upgrade. Chateau LTE7 ax keeps the same powerful hardware, sleek design, and Wi-Fi 6 performance – but now features an LTE Category 7 modem, expanded frequency support, and a significantly lower price than the previous LTE6 ax version.","_hardware_title":"Chateau LTE7 ax"}	6
chateau-pro-ax	Chateau PRO ax	Indoor wireless	0	22	Chateau PRO ax	H53UiG-5HaxQ2HaxQ	ARM 64bit	IPQ-8072A	chateau-pro-ax	chateau_pro_ax	{"Product code":"H53UiG-5HaxQ2HaxQ","Suggested price":"$199.00","Architecture":"ARM 64bit","CPU":"IPQ-8072A","CPU core count":"4","CPU nominal frequency":"2208 MHz","CPU Threads count":"4","Switch chip model":"IPQ-8072","RouterOS license":"6","Operating System":"RouterOS v7","Size of RAM":"1 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Wireless 2.4 GHz Max data rate":"1148 Mbit/s","Wireless 2.4 GHz Number of chains":"4","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Antenna gain dBi for 2.4 GHz":"5","Wireless 2.4 GHz chip model":"QCN-5024","Wireless 2.4 GHz generation":"Wi-Fi 6","Wireless 5 GHz Max data rate":"2400 Mbit/s","Wireless 5 GHz Number of chains":"4","Wireless 5 GHz standards":"802.11a/n/ac/ax","Antenna gain dBi for 5 GHz":"6","Wireless 5 GHz chip model":"QCN-5054","Wireless 5 GHz generation":"Wi-Fi 6","WiFi speed":"AX3600","10/100/1000 Ethernet ports":"5","Number of 1G Ethernet ports with PoE-out":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB 3.0 type A","Max USB current (A)":"1.5","Number of DC inputs":"1 (DC jack)","DC jack input Voltage":"18-57 V","Max power consumption":"55 W (Networked standby (HiNA) ≤ 8 W)","Max power consumption without attachments":"18 W","Cooling type":"Passive","PoE-out ports":"Ether5","PoE out":"Passive PoE up to 57V","Low voltage PoE-Out current limit":"600 mA","High voltage PoE-Out current limit":"500 mA","Max total out (A)":"0.600 A","Total output current":"0.600","Total output power":"22.8","Certification":"CE, FCC, IC, EAC, ROHS","IP":"20","CPU temperature monitor":"Yes","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Mode button":"Yes","_www_title":"Chateau PRO ax","_www_tagline":"A Wi-Fi 6 home access point for the advanced users – it comes with an exceptionally powerful wireless system and a matching CPU.","_hardware_title":"Chateau PRO ax"}	6
cme-gateway	CME Gateway	IoT products	0	23	CME Gateway	CME22-2n-BG77	MIPSBE	QCA9531	cme22-2n-bg77	cme_gateway	{"Product code":"CME22-2n-BG77","Suggested price":"$89.00","Architecture":"MIPSBE","CPU":"QCA9531","CPU core count":"1","CPU nominal frequency":"650 MHz","Switch chip model":"QCA9531","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"2 (PoE-IN, 2-pin terminal)","2-pin terminal input Voltage":"12-57 V","Max power consumption":"31 W","Max power consumption without attachments":"6 W","PoE in":"802.3af/at","PoE in input Voltage":"18-57 V","PoE-out ports":"Ether2","PoE out":"Passive PoE up to 57V","Low voltage PoE-Out current limit":"600 mA","High voltage PoE-Out current limit":"450 mA","Max total out (A)":"0.6 A","Wireless 2.4 GHz Max data rate":"150 Mbit/s","Wireless 2.4 GHz Number of chains":"1","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"2","Wireless 2.4 GHz chip model":"QCA9531","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"2","Number of SIM slots":"1 Modem (Nano SIM)","Certification":"CE, FCC, IC, EAC, ROHS","IP":"66","_www_title":"CME Gateway","_www_tagline":"A rugged low-cost, low-bandwidth modem to connect Ethernet devices to CAT-M mobile network... on the tightest budget ever!","_hardware_title":"CME22-2n-BG77"}	5
crs106-1c-5s	CRS106-1C-5S	Switches	0	24	CRS106-1C-5S	CRS106-1C-5S	MIPSBE	QCA8511	crs106-1c-5s	CRS106-1C-5S	{"Product code":"CRS106-1C-5S","Suggested price":"$59.00","Architecture":"MIPSBE","CPU":"QCA8511","CPU core count":"1","CPU nominal frequency":"400 MHz","Switch chip model":"QCA8511","Dimensions":"114 x 137 x 29mm","RouterOS license":"5","Operating System":"RouterOS","Size of RAM":"128 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-20°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"11-30 V","Max power consumption":"11 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"11-30 V","Ethernet Combo ports":"1","SFP ports":"5","Serial console port":"RJ45","Certification":"CE, EAC, ROHS","IP":"IP20","_www_title":"CRS106-1C-5S","_www_tagline":"Smart Switch, 5x SFP cages, 1x Combo port (SFP or Gigabit Ethernet), 400MHz CPU, 128MB RAM, desktop case, RouterOS L5","_hardware_title":"CRS106-1C-5S"}	2
crs112-8p-4s-in	CRS112-8P-4S-IN	Switches	0	25	CRS112-8P-4S-IN	CRS112-8P-4S-IN	MIPSBE	QCA8511	crs112-8p-4s-in	crs112_8p_4s_in	{"Product code":"CRS112-8P-4S-IN","Suggested price":"$209.00","Architecture":"MIPSBE","CPU":"QCA8511","CPU core count":"1","CPU nominal frequency":"400 MHz","Switch chip model":"QCA8511","Dimensions":"200 x 142 x 44 mm","RouterOS license":"5","Operating System":"RouterOS","Size of RAM":"128 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-20°C to 60°C","Number of DC inputs":"2 (DC jack)","DC jack input Voltage":"18-28 V / 48-57 V","Max power consumption":"160 W","Max power consumption without attachments":"10 W","Cooling type":"Passive","PoE-out ports":"Ether1-Ether8","PoE out":"802.3af/at","Low voltage PoE-Out current limit":"1 A","High voltage PoE-Out current limit":"450 mA","Max total out (A)":"2.8A (18V-28V) & 1.4A (48V-57V) A","10/100/1000 Ethernet ports":"8","Number of 1G Ethernet ports with PoE-out":"8","SFP ports":"4","Serial console port":"RJ45","PCB temperature monitor":"Yes","Certification":"CE, EAC, ROHS","IP":"IP20","_www_title":"CRS112-8P-4S-IN","_www_tagline":"8x Gigabit Ethernet Smart Switch with PoE-out, 4x SFP cages, 400MHz CPU, 128MB RAM, desktop case, RouterOS L5","_hardware_title":"CRS112-8P-4S-IN"}	3
